Standard,Material,Heat_Treatment,Ultimate_Strength_MPa,Yield_Strength_MPa,Elongation_pct,Hardness_Bhn,Elastic_Modulus_MPa,Shear_Modulus_MPa,Poisson_Ratio,Density_kg_m3
ANSI,Aluminum Alloy 5657-H25,Wrought,159.0,138.0,12.0,40.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5657-H28,Wrought,193.0,165.0,7.0,50.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 5657-H38,Wrought,193.0,165.0,7.0,50.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6061-O,Wrought,124.0,55.0,25.0,30.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6061-T4,Wrought,241.0,145.0,22.0,65.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6061-T451,Wrought,241.0,145.0,22.0,65.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6061-T6,Wrought,310.0,276.0,12.0,95.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6061-T651,Wrought,310.0,276.0,12.0,95.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 6061-O,Wrought,117.0,48.0,25.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 6061-T4,Wrought,228.0,131.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 6061-T451,Wrought,228.0,131.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 6061-T6,Wrought,290.0,255.0,12.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 6061-T651,Wrought,290.0,255.0,12.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-O,Wrought,90.0,48.0,11.0,25.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T1,Wrought,152.0,90.0,20.0,42.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T4,Wrought,172.0,90.0,22.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T5,Wrought,186.0,145.0,12.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T6,Wrought,241.0,214.0,12.0,73.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T83,Wrought,255.0,241.0,9.0,82.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T831,Wrought,207.0,186.0,10.0,70.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6063-T832,Wrought,290.0,269.0,12.0,95.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6066-O,Wrought,152.0,83.0,18.0,43.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6066-T4,Wrought,359.0,207.0,18.0,90.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6066-T451,Wrought,359.0,207.0,18.0,90.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6066-T6,Wrought,393.0,359.0,12.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6066-T651,Wrought,393.0,359.0,12.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6070-T6,Wrought,379.0,352.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6101-H111,Wrought,97.0,76.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6101-T6,Wrought,221.0,193.0,15.0,71.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6262-T9,Wrought,400.0,379.0,10.0,120.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6351-T4,Wrought,248.0,152.0,20.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6351-T6,Wrought,310.0,283.0,14.0,95.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6463-T1,Wrought,152.0,90.0,20.0,42.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6463-T5,Wrought,186.0,145.0,12.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 6463-T6,Wrought,241.0,214.0,12.0,74.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7049-T73,Wrought,517.0,448.0,12.0,135.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7049-T7352,Wrought,517.0,434.0,11.0,135.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7050-T73510,Wrought,496.0,434.0,12.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7050-T7451f,Wrought,524.0,469.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7050-T7651,Wrought,552.0,490.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7075-O,Wrought,228.0,103.0,17.0,60.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7075-T6,Wrought,572.0,503.0,11.0,150.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7075-T651,Wrought,572.0,503.0,11.0,150.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 7075-O,Wrought,221.0,97.0,17.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 7075-T6,Wrought,524.0,462.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 7075-T651,Wrought,524.0,462.0,11.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7178-O,Wrought,228.0,103.0,15.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7178-T6,Wrought,607.0,538.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7178-T651,Wrought,607.0,538.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7178-T76,Wrought,572.0,503.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 7178-T7651,Wrought,572.0,503.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 7178-O,Wrought,221.0,97.0,16.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 7178-T6,Wrought,558.0,490.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy Alclad 7178-T651,Wrought,558.0,490.0,10.0,170.0,73000,26000,0.33,2700
ANSI,Aluminum Alloy 8176-H24,Wrought,117.0,97.0,15.0,170.0,73000,26000,0.33,2700
ANSI,Magnesium Alloy AM100A-T61,sand casting,276.0,152.0,1.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ63A-T6,sand casting,276.0,97.0,12.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ81A-T4,sand casting,276.0,83.0,15.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ91C-T6,sand casting,276.0,145.0,6.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ91E-T6,sand casting,276.0,145.0,6.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ92A-T6,sand casting,276.0,152.0,3.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy EZ33A-T5,sand casting,159.0,110.0,3.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy HK31A-T6,sand casting,221.0,103.0,8.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy HZ32A-T6,sand casting,186.0,90.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy K1A-F,sand casting,179.0,55.0,19.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy QE22A-T6,sand casting,262.0,193.0,3.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy QH21A-T6,sand casting,276.0,207.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZE41A-T5,sand casting,207.0,138.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZE63A-T6,sand casting,303.0,193.0,10.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZH62A-T5,sand casting,241.0,152.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZK51A-T5,sand casting,207.0,138.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZK61A-T6,sand casting,310.0,193.0,10.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy WE54A-F,sand casting,276.0,200.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ91A-F,pressure die casting,234.0,159.0,3.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ91B-FAZ91B-F,pressure die casting,234.0,159.0,3.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ91D-F,pressure die casting,234.0,159.0,3.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AM60A-F,pressure die casting,221.0,131.0,8.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AM60B-F,pressure die casting,221.0,131.0,8.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AS41A-F,pressure die casting,214.0,138.0,6.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ10A-F,as-extruded,241.0,145.0,10.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ31B-F,as-extruded,262.0,200.0,15.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ31C-F,as-extruded,262.0,200.0,15.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ61A-F,as-extruded,310.0,228.0,16.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ80A-T5,as-extruded,379.0,276.0,7.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy HM31A-F,as-extruded,290.0,228.0,10.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy M1A-F,as-extruded,255.0,179.0,12.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZK40A-T5,as-extruded,276.0,255.0,4.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy ZK60A-F,as-extruded,352.0,283.0,11.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ31B-H24,Not specified,290.0,221.0,15.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy AZ31C-H24,Not specified,290.0,221.0,15.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy HK31A-H24,Not specified,262.0,207.0,9.0,170.0,73000,26000,0.33,1750
ANSI,Magnesium Alloy HM21A-T8,Not specified,234.0,172.0,11.0,170.0,73000,26000,0.33,1750
ISO,EN 11SMn30,Not specified,380.0,230.0,9.0,170.0,206000,80000,0.3,7860
ISO,EN 10S2O,Not specified,360.0,225.0,9.0,170.0,206000,80000,0.3,7860
ISO,EN 35S20,Not specified,600.0,380.0,16.0,170.0,206000,80000,0.3,7860
ISO,EN FeP01,Not specified,270.0,310.0,28.0,170.0,206000,80000,0.3,7860
ISO,EN FeP03,Not specified,270.0,310.0,34.0,170.0,206000,80000,0.3,7860
ISO,EN FeP04,Not specified,270.0,310.0,38.0,170.0,206000,80000,0.3,7860
ISO,EN SPT360,Not specified,360.0,225.0,25.0,170.0,206000,80000,0.3,7860
ISO,EN P235GH,Not specified,360.0,225.0,25.0,170.0,206000,80000,0.3,7860
ISO,EN S235JRG1,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
ISO,EN S235JRH,Not specified,340.0,225.0,25.0,170.0,206000,80000,0.3,7860
ISO,EN S235JRG2,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
ISO,EN S235JO,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
ISO,EN P265GH,Not specified,410.0,225.0,23.0,170.0,206000,80000,0.3,7860
ISO,EN S275JR,Not specified,410.0,265.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S275J2G3,Not specified,410.0,265.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S275J2HG3,Not specified,410.0,265.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S355J2G3,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S355J2H,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S355JO,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S355JOH,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN SPT410,Not specified,410.0,255.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN SPT510,Not specified,510.0,345.0,21.0,170.0,206000,80000,0.3,7860
ISO,EN E295,Not specified,470.0,285.0,20.0,170.0,206000,80000,0.3,7860
ISO,EN E355,Not specified,570.0,325.0,16.0,170.0,206000,80000,0.3,7860
ISO,EN E360,Not specified,690.0,355.0,11.0,170.0,206000,80000,0.3,7860
ISO,EN C10E,Not specified,420.0,300.0,16.0,170.0,206000,80000,0.3,7860
ISO,EN C15E,Not specified,440.0,340.0,11.0,170.0,206000,80000,0.3,7860
ISO,EN C22,Not specified,470.0,290.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN C25,Not specified,500.0,320.0,21.0,170.0,206000,80000,0.3,7860
ISO,EN C30,Not specified,550.0,350.0,20.0,170.0,206000,80000,0.3,7860
ISO,EN C35,Not specified,600.0,380.0,16.0,170.0,206000,80000,0.3,7860
ISO,EN C40,Not specified,630.0,400.0,18.0,170.0,206000,80000,0.3,7860
ISO,EN C45,heat treated,650.0,430.0,16.0,170.0,206000,80000,0.3,7860
ISO,EN C50,heat treated,700.0,460.0,15.0,170.0,206000,80000,0.3,7860
ISO,EN C55,heat treated,750.0,490.0,14.0,170.0,206000,80000,0.3,7860
ISO,EN C60,heat treated,800.0,520.0,13.0,170.0,206000,80000,0.3,7860
ISO,EN P295GH,Not specified,460.0,290.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN 28Mn6,heat treated,700.0,490.0,15.0,170.0,206000,80000,0.3,7860
ISO,EN 17Cr3,Not specified,580.0,340.0,14.0,170.0,206000,80000,0.3,7860
ISO,EN 34Cr4,heat treated,800.0,590.0,14.0,170.0,206000,80000,0.3,7860
ISO,EN 37Cr4,heat treated,850.0,630.0,13.0,170.0,206000,80000,0.3,7860
ISO,EN 41Cr4,heat treated,900.0,660.0,12.0,170.0,206000,80000,0.3,7860
ISO,EN 16MnCr5,case-hardened,900.0,680.0,10.0,170.0,206000,80000,0.3,7860
ISO,EN 20MnCr5,case-hardened,980.0,680.0,8.0,170.0,206000,80000,0.3,7860
ISO,EN 16Mo3,Not specified,440.0,270.0,24.0,170.0,206000,80000,0.3,7860
ISO,EN 13CrMo4,Not specified,450.0,295.0,20.0,170.0,206000,80000,0.3,7860
ISO,EN 25CrMo4,heat treated,800.0,600.0,14.0,170.0,206000,80000,0.3,7860
ISO,EN 34CrMo4,heat treated,900.0,650.0,12.0,170.0,206000,80000,0.3,7860
ISO,EN 42CrMo4,heat treated,1000.0,770.0,11.0,170.0,206000,80000,0.3,7860
ISO,EN S355J2G1W,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN S355J0WP,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN 51CrV4,case-hardened,900.0,700.0,11.0,170.0,206000,80000,0.3,7860
ISO,EN 10CrMo9-10,Not specified,480.0,300.0,18.0,170.0,206000,80000,0.3,7860
ISO,EN 11CrMo9-10,Not specified,520.0,310.0,18.0,170.0,206000,80000,0.3,7860
ISO,EN 16NiCr4,case-hardened,835.0,590.0,12.0,170.0,206000,80000,0.3,7860
ISO,EN 12Ni14,Not specified,490.0,355.0,22.0,170.0,206000,80000,0.3,7860
ISO,EN 34CrNiMo6,heat treated,1100.0,900.0,10.0,170.0,206000,80000,0.3,7860
ISO,EN 30CrNiMo8,heat treated,1250.0,1050.0,9.0,170.0,206000,80000,0.3,7860
ISO,EN 12Ni19,Not specified,530.0,390.0,20.0,170.0,206000,80000,0.3,7860
ISO,EN X8Ni9,Not specified,680.0,585.0,18.0,170.0,206000,80000,0.3,7860
ISO,EN X6Cr13,Not specified,400.0,230.0,20.0,170.0,206000,80000,0.3,7860
ISO,EN X12Cr13,Not specified,650.0,450.0,15.0,170.0,206000,80000,0.3,7860
ISO,EN X20Cr13,Not specified,700.0,500.0,13.0,170.0,206000,80000,0.3,7860
ISO,EN X30Cr13,Not specified,850.0,650.0,10.0,170.0,206000,80000,0.3,7860
ISO,EN X6Cr17,Not specified,400.0,240.0,20.0,170.0,206000,80000,0.3,7860
ISO,EN X17CrNi16-2,Not specified,800.0,600.0,14.0,170.0,206000,80000,0.3,7860
ISO,EN X5CrNi18-10,Not specified,500.0,190.0,45.0,170.0,206000,80000,0.3,7860
ISO,EN X8CrNiS18-9,Not specified,500.0,190.0,35.0,170.0,206000,80000,0.3,7860
ISO,EN X6CrNiTi18-10,Not specified,500.0,190.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNi19-11,Not specified,460.0,180.0,45.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNiN18-10,Not specified,550.0,270.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X5CrNiMo17-12-2,Not specified,500.0,200.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X6CrNiMoTi17-12-2,Not specified,500.0,200.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNiMo17-12-2,Not specified,500.0,200.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNiMo18-14-3,Not specified,500.0,200.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X3CrNiMo17-13-3,Not specified,500.0,200.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNiMoN17-11-2,Not specified,580.0,280.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNiMoN17-13-3,Not specified,580.0,280.0,40.0,170.0,206000,80000,0.3,7860
ISO,EN X2CrNiMoN22-5-3,Not specified,650.0,450.0,25.0,170.0,206000,80000,0.3,7860
ISO,EN X12CrMnNiN18-9-5,Not specified,680.0,320.0,45.0,170.0,206000,80000,0.3,7860
ISO,Grey cast iron,Not specified,150.0,150.0,16.0,170.0,85000,34000,0.25,7160
ISO,Grey cast iron,Not specified,200.0,200.0,16.0,170.0,85000,34000,0.25,7160
ISO,Grey cast iron,Not specified,250.0,250.0,16.0,170.0,85000,34000,0.25,7160
ISO,Grey cast iron,Not specified,300.0,300.0,16.0,170.0,85000,34000,0.25,7160
ISO,Grey cast iron,Not specified,350.0,350.0,16.0,170.0,85000,34000,0.25,7160
ISO,Nodular cast iron,Not specified,500.0,320.0,5.0,170.0,169000,70000,0.2,7160
ISO,Nodular cast iron,Not specified,600.0,370.0,5.0,170.0,169000,70000,0.2,7160
ISO,Nodular cast iron,Not specified,700.0,420.0,5.0,170.0,169000,70000,0.2,7160
ISO,Nodular cast iron,Not specified,800.0,480.0,5.0,170.0,169000,70000,0.2,7160
ISO,Malleable cast iron,Not specified,400.0,180.0,4.0,170.0,160000,64000,0.27,7160
ISO,Malleable cast iron,Not specified,500.0,260.0,4.0,170.0,160000,64000,0.27,7160
DIN,DIN 9SMn28,Not specified,460.0,375.0,8.0,170.0,206000,80000,0.3,7860
DIN,DIN 10S2O,Not specified,460.0,355.0,9.0,170.0,206000,80000,0.3,7860
DIN,DIN 35S20,Not specified,580.0,365.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN USt1303,Not specified,270.0,310.0,34.0,170.0,206000,80000,0.3,7860
DIN,DIN St1405,Not specified,270.0,310.0,38.0,170.0,206000,80000,0.3,7860
DIN,DIN St1203,Not specified,270.0,310.0,28.0,170.0,206000,80000,0.3,7860
DIN,DIN USt34-2,Not specified,330.0,195.0,28.0,170.0,206000,80000,0.3,7860
DIN,DIN St34-2BK,Not specified,410.0,320.0,6.0,170.0,206000,80000,0.3,7860
DIN,DIN St37.0,Not specified,350.0,225.0,25.0,170.0,206000,80000,0.3,7860
DIN,DIN HI,Not specified,360.0,225.0,25.0,170.0,206000,80000,0.3,7860
DIN,DIN St37-2,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
DIN,DIN St37-2BK,Not specified,440.0,350.0,6.0,170.0,206000,80000,0.3,7860
DIN,DIN RSt37-2,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
DIN,DIN St37-3,Not specified,340.0,225.0,26.0,170.0,206000,80000,0.3,7860
DIN,DIN HII,Not specified,410.0,255.0,23.0,170.0,206000,80000,0.3,7860
DIN,DIN St44-2,Not specified,410.0,265.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN St44.0,Not specified,420.0,265.0,21.0,170.0,206000,80000,0.3,7860
DIN,DIN St44-3,Not specified,410.0,265.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN St50-2,Not specified,470.0,285.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN St52-3,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN St52.0,Not specified,500.0,345.0,21.0,170.0,206000,80000,0.3,7860
DIN,DIN St52-3BK,Not specified,590.0,470.0,4.0,170.0,206000,80000,0.3,7860
DIN,DIN St60-2,Not specified,570.0,325.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN St70-2,Not specified,670.0,355.0,11.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck10,case-hardened,440.0,275.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck15,case-hardened,495.0,295.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck22,Not specified,500.0,300.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck25,Not specified,500.0,320.0,21.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck30,Not specified,550.0,350.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck35,Not specified,600.0,370.0,19.0,170.0,206000,80000,0.3,7860
DIN,DIN Cf35,Not specified,580.0,360.0,19.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck40,heat treated,630.0,400.0,18.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck45,normalized,535.0,320.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck45,heat treated,650.0,430.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN Cf45,Not specified,660.0,410.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck50,face hardened,700.0,460.0,15.0,170.0,206000,80000,0.3,7860
DIN,DIN Cf53,Not specified,690.0,430.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck55,heat treated,750.0,500.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck60,normalized,680.0,400.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck60,heat treated,800.0,520.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN Ck60,nitro-carburized,800.0,520.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 17Mn4,Not specified,460.0,290.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN 28Mn6,Not specified,690.0,490.0,15.0,170.0,206000,80000,0.3,7860
DIN,DIN 17Cr3,Not specified,590.0,340.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 34Cr4,Not specified,800.0,590.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN 37Cr4,heat treated,850.0,630.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 37Cr4,face hardened,850.0,630.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 37Cr4,nitro-case-hardened,1700.0,1300.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 38Cr4,Not specified,830.0,630.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 41Cr4,Not specified,900.0,660.0,12.0,170.0,206000,80000,0.3,7860
DIN,DIN 42Cr4,Not specified,880.0,670.0,12.0,170.0,206000,80000,0.3,7860
DIN,DIN 37CrS4,Not specified,850.0,630.0,13.0,170.0,206000,80000,0.3,7860
DIN,DIN 41CrS4,Not specified,880.0,665.0,12.0,170.0,206000,80000,0.3,7860
DIN,DIN 55Cr3,heat treated,1450.0,1270.0,6.0,170.0,206000,80000,0.3,7860
DIN,DIN 16MnCr5,case-hardened,900.0,680.0,10.0,170.0,206000,80000,0.3,7860
DIN,DIN 20MnCr5,Not specified,980.0,680.0,8.0,170.0,206000,80000,0.3,7860
DIN,DIN 54SiCr6,heat treated,1370.0,1180.0,7.0,170.0,206000,80000,0.3,7860
DIN,DIN 15Mo3,Not specified,440.0,270.0,24.0,170.0,206000,80000,0.3,7860
DIN,DIN 13CrMo4,Not specified,450.0,295.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN WTSt52-3,Not specified,490.0,345.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN 25CrMo4,Not specified,800.0,600.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN 34CrMo4,Not specified,900.0,650.0,12.0,170.0,206000,80000,0.3,7860
DIN,DIN 42CrMo4,Not specified,1000.0,750.0,11.0,170.0,206000,80000,0.3,7860
DIN,DIN 41CrMo4,Not specified,980.0,760.0,11.0,170.0,206000,80000,0.3,7860
DIN,DIN 49CrMo4,Not specified,880.0,690.0,12.0,170.0,206000,80000,0.3,7860
DIN,DIN 30CrV9,nitrided,800.0,600.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN 42CrV6,heat treated,980.0,850.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN 42CrV6,face hardened,980.0,850.0,16.0,170.0,206000,80000,0.3,7860
DIN,DIN 50CrV4,heat treated,1370.0,1180.0,8.0,170.0,206000,80000,0.3,7860
DIN,DIN 10CrMo9-10,Not specified,480.0,300.0,18.0,170.0,206000,80000,0.3,7860
DIN,DIN 41CrAlMo7,Not specified,930.0,735.0,12.0,170.0,206000,80000,0.3,7860
DIN,DIN 32CrMo12,Not specified,1230.0,1030.0,9.0,170.0,206000,80000,0.3,7860
DIN,DIN 31CrMo12,Not specified,1000.0,750.0,11.0,170.0,206000,80000,0.3,7860
DIN,DIN 17CrNiMo6,Not specified,1080.0,785.0,8.0,170.0,206000,80000,0.3,7860
DIN,DIN 10Ni14,Not specified,490.0,355.0,22.0,170.0,206000,80000,0.3,7860
DIN,DIN 34CrNiMo6,Not specified,1100.0,900.0,10.0,170.0,206000,80000,0.3,7860
DIN,DIN 30CrNiMo8,Not specified,1250.0,1050.0,9.0,170.0,206000,80000,0.3,7860
DIN,DIN 12Ni19,Not specified,530.0,390.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN X8Ni9,Not specified,680.0,585.0,18.0,170.0,206000,80000,0.3,7860
DIN,DIN X6Cr13,Not specified,400.0,250.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN X6Cr17,Not specified,450.0,270.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN X10Cr13,Not specified,600.0,420.0,18.0,170.0,206000,80000,0.3,7860
DIN,DIN X20Cr13,Not specified,650.0,450.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN X30Cr13,Not specified,800.0,600.0,11.0,170.0,206000,80000,0.3,7860
DIN,DIN X45CrSi93,Not specified,900.0,700.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN X6CrAl13,Not specified,400.0,250.0,20.0,170.0,206000,80000,0.3,7860
DIN,DIN X20CrNi172,Not specified,750.0,550.0,14.0,170.0,206000,80000,0.3,7860
DIN,DIN X85CrMoV182,Not specified,1000.0,800.0,7.0,170.0,206000,80000,0.3,7860
DIN,DIN X5CrNi1810,Not specified,500.0,195.0,45.0,170.0,206000,80000,0.3,7860
DIN,DIN X10CrNiS189,Not specified,500.0,195.0,35.0,170.0,206000,80000,0.3,7860
DIN,DIN X6CrNiTi1810,Not specified,500.0,200.0,40.0,170.0,206000,80000,0.3,7860
DIN,DIN X2CrNi1911,Not specified,460.0,180.0,45.0,170.0,206000,80000,0.3,7860
